content_id,url,title,content_type,current_category,proposed_domain,target_agency,jurisdiction,authority_status,audit_status,risk_level,verified_at,official_source_link_count,inbound_links,text_len,reason,recommended_action,priority
audit-cases:goe-2021-private-contract-s2b-mismatch,/audit-cases/goe-2021-private-contract-s2b-mismatch,수의계약 체결 부적정 — S2B 1인 수의·사전결정 위탁업체 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4646,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-I2 유사 주제 클러스터 — 통합 검토 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 적용 대상(기관유형) 명시 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-public-property-occupation-violation,/audit-cases/goe-2021-public-property-occupation-violation,공유재산 관리 부적정 — 무단경작·무단점유 변상금 미부과 — 감사 지적 사례와 실무 대응 방법,audit-cases,,06_재산물품,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,1,4695,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:goe-2021-reserve-fund-improper,/audit-cases/goe-2021-reserve-fund-improper,적립금 운용 부적정 — 적립계획 미수립·세입세출외현금 미관리 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,OFFICIAL_PARTIAL,UPDATE,HIGH,2026-05-19,0,0,4836,"R-AC3 실제 감사보고서 출처이나 원문 URL·페이지·처분 미기재, 내부 backlog 문구 공개 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지)",original_document_url·page·disposition 채우고 backlog 문구 제거 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-school-facility-temp-use-permit,/audit-cases/goe-2021-school-facility-temp-use-permit,학교시설 일시사용허가 부적정 — 허가대장 미비치·증빙 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,13_시설안전,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,1,4394,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-special-duty-allowance-mispayment,/audit-cases/goe-2021-special-duty-allowance-mispayment,특수업무수당·교직가산금 지급 부적정 — 공로연수·NEIS 보직 설정 착오 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4397,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-specialized-construction-license,/audit-cases/goe-2021-specialized-construction-license,전문공사 면허 적용 부적정 — 무자격자 전문공사 시공 — 감사 지적 사례와 실무 대응 방법,audit-cases,,13_시설안전,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4742,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-split-after-school-program,/audit-cases/goe-2021-split-after-school-program,"분할 수의계약 — 방과후컴퓨터교실 8회 분할 104,350천원 — 감사 지적 사례와 실무 대응 방법",audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4509,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-I2 유사 주제 클러스터 — 통합 검토 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 적용 대상(기관유형) 명시 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-split-care-trip-copier-paint,/audit-cases/goe-2021-split-care-trip-copier-paint,분할 수의계약 — 돌봄간식·체험학습차량·복사기·도장공사 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4807,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-I2 유사 주제 클러스터 — 통합 검토 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 적용 대상(기관유형) 명시 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-split-private-contracts,/audit-cases/goe-2021-split-private-contracts,분할 수의계약 — 청소·물품·시설공사 동일업체·동시기 분할 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4797,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시 ; R-I2 유사 주제 클러스터 — 통합 검토 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 적용 대상(기관유형) 명시 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-supplies-joint-purchase,/audit-cases/goe-2021-supplies-joint-purchase,물품 공동(일괄)구매 부적정 — 책걸상 등 중점대상 자체 구매 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,16,4071,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-supplies-management-neglect,/audit-cases/goe-2021-supplies-management-neglect,물품관리 부적정 — 물품대장 미작성·재물조사 미실시 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,61,4396,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:goe-2021-supplies-selection-committee,/audit-cases/goe-2021-supplies-selection-committee,물품선정위원회 운영 부적정 — 평가기준 누락·임의 변경 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,2366,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-suspense-cash-embezzlement,/audit-cases/goe-2021-suspense-cash-embezzlement,"세입세출외현금 횡령 — 행정7급 4년간 1,854,985원 + 3,700,000원 무단인출 — 감사 지적 사례와",audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,NATIONAL,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,1,4964,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:goe-2021-suspense-cash-management,/audit-cases/goe-2021-suspense-cash-management,세입세출외현금 관리 부적정 — 이자·보험료·채권압류금 분류 혼동 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,OFFICIAL_PARTIAL,UPDATE,HIGH,2026-05-19,0,49,4963,"R-AC3 실제 감사보고서 출처이나 원문 URL·페이지·처분 미기재, 내부 backlog 문구 공개 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision)",original_document_url·page·disposition 채우고 backlog 문구 제거 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-suspension-pay-deduction,/audit-cases/goe-2021-suspension-pay-deduction,정직·휴직 보수 미감액 + 발령일 일할계산 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,NATIONAL,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,1809,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-temporary-building-violation,/audit-cases/goe-2021-temporary-building-violation,가설건축물 사용 부적정 — 감독청 허가 없이 임시창고·분리수거장 축조 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4633,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-tenure-allowance-mispayment,/audit-cases/goe-2021-tenure-allowance-mispayment,정근수당 지급 부적정 — 근무기간 산정 착오·NEIS 근무연수 미입력 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,63,2047,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-travel-expense-improper,/audit-cases/goe-2021-travel-expense-improper,여비 지급 부적정 — 근무지내 출장 정액 초과·증빙 미비·자체기준 적용 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,1,2079,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-vehicle-management-failure,/audit-cases/goe-2021-vehicle-management-failure,공용차량 운영 및 관리 부적정 — 기관장 전용·운행일지 부실 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4379,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-vending-machine-fee-miscalculation,/audit-cases/goe-2021-vending-machine-fee-miscalculation,행정재산(매점·자동판매기) 사용료 산정 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,1,2092,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goods-inspection-failure,/audit-cases/goods-inspection-failure,물품 검수 부실로 수량·품질 부적합 발생 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,5,4041,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:guideline-abolished-project-budget,/audit-cases/guideline-abolished-project-budget,행안부 지침으로 폐지된 사업에 예산 재계상 — 지침 위반 집행 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3129,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:guideline-excess-budget-compilation,/audit-cases/guideline-excess-budget-compilation,행안부 예산편성 운영기준 초과 편성 — 업무추진비 단가 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3153,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:holiday-bonus-pre-retirement-payment,/audit-cases/holiday-bonus-pre-retirement-payment,명절 휴가비 지급 기준일 전 퇴직자에게 지급 — 지급 요건 미충족 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,2659,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:improper-advance-payment,/audit-cases/improper-advance-payment,선금 지급 조건 미확인으로 인한 부당 선지급 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,12,4422,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:information-disclosure-delay,/audit-cases/information-disclosure-delay,정보공개 청구 처리기한(10일) 초과 및 비공개 사유 부적정 — 공공기관의 정보공개에 관한 법률 위반 — 감사,audit-cases,,09_정보공개,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,58,3082,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:inspection-by-requester,/audit-cases/inspection-by-requester,계약 요청 부서가 검사 실시 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,0,2686,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:inspection-delayed,/audit-cases/inspection-delayed,검사 지연 (14일 초과) — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,0,2579,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:inspection-procedure-omission,/audit-cases/inspection-procedure-omission,검사조서 미작성으로 검사 절차 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,6,3806,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:inspector-qualification-violation,/audit-cases/inspector-qualification-violation,검사 담당자 자격 미달로 검사 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,6,3757,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:joint-contract-nominal,/audit-cases/joint-contract-nominal,공동도급 형식적 참여 (명의대여) — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,2797,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:late-penalty-not-imposed,/audit-cases/late-penalty-not-imposed,지체상금 미징수 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,0,2595,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:late-penalty-wrong-rate,/audit-cases/late-penalty-wrong-rate,지체상금률 잘못 적용 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,0,2643,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:leave-of-absence-employment-unreported,/audit-cases/leave-of-absence-employment-unreported,휴직 중 타 기관·업체 취업 미신고 — 국가공무원법 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,1,2866,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:local-bond-excess-issuance,/audit-cases/local-bond-excess-issuance,지방채 발행 한도 초과 — 행안부 승인 없이 채권 발행 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,2061,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:long-term-contract-annual-omission,/audit-cases/long-term-contract-annual-omission,장기계속계약 연차별 계약 미체결 후 전체 이행 강요 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,3541,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:lowest-bid-rate-violation-award,/audit-cases/lowest-bid-rate-violation-award,낙찰하한율 미달 업체에 낙찰 처리한 부적정 입찰 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,24,3517,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:multiple-price-manipulation,/audit-cases/multiple-price-manipulation,복수예비가격 추첨 조작으로 특정 업체 낙찰 유도 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,3738,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:national-subsidy-purpose-misuse,/audit-cases/national-subsidy-purpose-misuse,국고보조금 목적 외 사용으로 전액 환수 처분 — 감사 지적 사례와 실무 대응 방법,audit-cases,,07_보조금위탁,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,2,2215,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:non-budgetary-funds-violation,/audit-cases/non-budgetary-funds-violation,세입세출외현금 미처리로 인한 회계 투명성 저해 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,4068,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:official-leave-false-reason,/audit-cases/official-leave-false-reason,공가 처리 요건 미해당 사유로 허위 공가 사용 — 복무규정 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,3,2876,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:overpayment-not-recovered,/audit-cases/overpayment-not-recovered,과다 지급 대금 미환수 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,12,2515,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:parental-leave-benefit-double-receipt,/audit-cases/parental-leave-benefit-double-receipt,육아휴직 급여 복직 후에도 계속 수령 — 남녀고용평등법 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,LOCAL_GOVERNMENT,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,6,2908,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:payment-advance-misuse,/audit-cases/payment-advance-misuse,선금 사용 용도 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,1,2842,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:payment-before-inspection,/audit-cases/payment-before-inspection,검사 완료 전 대금 지급 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,0,2731,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:payment-delay-no-interest,/audit-cases/payment-delay-no-interest,대금 지급 지연 후 지연이자 미지급 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2794,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
